year,state,ObesityPercent,NoLeisureActivityPercent
2012,Mississippi,39.25,30.85
2011,Mississippi,31.62,40.9
2012,Mississippi,26.3,46.52
2012,Mississippi,32.56,22.74
2011,Mississippi,36.87,39.71
2011,Mississippi,42.5,28.09
2011,Mississippi,23.3,12.81
2011,Mississippi,44.1,17.44
2011,Mississippi,32.93,34.58
2012,Mississippi,41.66,49.82
2012,Mississippi,32.41,24.69
2011,Mississippi,44.76,20.9
2012,Mississippi,43.19,30.55
2011,Mississippi,39.03,13.99
2012,Mississippi,38.46,33.85
2012,Mississippi,26.8,45.65
2012,Mississippi,20.72,34.44
2011,Mississippi,28.98,13.17
2012,Mississippi,24.53,17.07
2011,Mississippi,23.86,18.72
2011,Mississippi,20.27,39.34
2011,Mississippi,28.79,41.03
2012,Mississippi,20.91,28.44
2012,Mississippi,42.07,28.53
2012,Mississippi,39.7,13.67
2012,Mississippi,29.39,22.48
2012,Mississippi,34.1,20.44
2011,Mississippi,36.36,48.84
2012,Mississippi,20.71,46.8
2011,Mississippi,41.9,45.1
2011,Mississippi,36.82,16.94
2011,Mississippi,35.29,12.17
2012,Mississippi,27.32,44.58
2011,Mississippi,43.21,14.71
2012,Mississippi,29.03,17.17
2011,Mississippi,21.07,18.26
2011,Mississippi,28.11,25.66
2012,Mississippi,23.6,12.65
2011,Mississippi,37.17,30.1
2011,Mississippi,39.84,47.68
2011,Mississippi,37.87,13.06
2011,Mississippi,21.92,17.31
2012,Mississippi,37.28,34.55
2012,Mississippi,39.21,19.5
2011,Mississippi,20.43,29.79
2012,Mississippi,21.46,29.02
2011,Mississippi,39.86,18.14
2012,Mississippi,36.65,38.65
2012,Mississippi,40.96,17.22
2012,Mississippi,37.79,25.32
2011,Mississippi,22.05,29.06
2012,Mississippi,44.19,26.54
2012,Mississippi,32.29,18.9
2012,Mississippi,42.68,25.82
2012,Mississippi,40.99,33.17
2012,Mississippi,20.61,19.63
2012,Mississippi,42.31,27.43
2011,Mississippi,22.72,18.04
2012,Mississippi,30.24,14.32
2012,Mississippi,34.63,43.64
2011,Mississippi,30.15,22.69
2011,Mississippi,25.11,16.68
2012,Mississippi,31.35,36.44
2011,Mississippi,22.65,41.35
2011,Mississippi,27.22,17.82
2012,Mississippi,21.91,31.05
2012,Mississippi,30.99,46.11
2012,Mississippi,38.14,46.52
2011,Mississippi,28.86,36.06
2012,Mississippi,40.22,27.14
2012,Mississippi,38.46,19.94
2012,Mississippi,29.54,42.32
2012,Mississippi,39.0,11.17
2011,Mississippi,34.42,39.3
2012,Mississippi,31.63,16.81
2011,Mississippi,32.89,22.81
2012,Mississippi,23.47,32.52
2011,Mississippi,41.48,16.22
2012,Mississippi,20.5,10.86
2011,Mississippi,35.99,31.54
2012,Mississippi,30.89,11.07
2011,Mississippi,36.71,41.47
2012,Mississippi,32.27,25.1
2011,Mississippi,37.4,31.42
2012,Mississippi,37.42,23.91
2012,Mississippi,21.4,10.48
2012,Mississippi,29.74,13.4
2012,Mississippi,38.51,15.27
2012,Mississippi,30.93,33.9
2011,Mississippi,42.8,22.06
2012,Mississippi,36.85,29.57
2011,Mississippi,36.83,49.94
2011,Mississippi,20.56,44.01
2012,Mississippi,36.4,13.93
2011,Mississippi,28.66,24.57
2011,Mississippi,26.3,28.57
2012,Mississippi,34.41,29.53
2011,Mississippi,23.68,44.84
2011,Mississippi,23.38,13.31
2012,Mississippi,41.58,14.27
2012,Mississippi,39.17,18.01
2012,Mississippi,39.66,41.46
2012,Mississippi,20.66,14.4
2011,Mississippi,29.41,10.61
2011,Mississippi,43.34,13.32
2012,Mississippi,30.92,28.48
2011,Mississippi,30.85,12.75
2012,Mississippi,27.19,22.04
2012,Mississippi,44.58,31.45
2012,Mississippi,32.33,41.9
2011,Mississippi,23.47,30.95
2012,Mississippi,40.29,10.65
2012,Mississippi,22.78,31.72
2011,Mississippi,35.93,12.56
2011,Mississippi,23.47,21.67
2011,Mississippi,44.57,30.16
2012,Mississippi,28.62,29.62
2011,Mississippi,42.07,21.32
2012,Mississippi,28.8,48.33
2011,Mississippi,23.6,40.02
2011,Mississippi,33.78,22.86
2012,Mississippi,38.62,26.33
2012,Mississippi,22.19,35.07
2011,Mississippi,26.49,30.67
2011,Mississippi,34.64,32.5
2011,Mississippi,44.68,30.58
2011,Mississippi,29.96,42.65
2012,Mississippi,25.03,40.64
2011,Mississippi,44.73,23.21
2011,Mississippi,42.49,15.26
2011,Mississippi,40.37,35.22
2011,Mississippi,42.67,44.99
2012,Mississippi,44.35,32.47
2012,Mississippi,24.7,38.49
2012,Mississippi,25.67,21.87
2012,Mississippi,28.6,27.37
2011,Mississippi,30.14,12.63
2012,Mississippi,25.09,44.89
2011,Mississippi,32.77,32.8
2011,Mississippi,33.31,43.47
2012,Mississippi,23.34,37.32
2012,Mississippi,20.06,11.1
2012,Mississippi,21.68,10.37
2012,Mississippi,36.66,27.99
2012,Mississippi,26.5,16.18
2012,Mississippi,22.76,41.87
2012,Mississippi,35.25,38.33
2012,Mississippi,26.63,14.39
2011,Mississippi,29.26,45.96
2012,Mississippi,26.7,27.0
2012,Mississippi,41.3,25.75
2011,Mississippi,34.19,12.59
2011,Mississippi,30.42,36.78
2012,Mississippi,30.46,37.87
2011,Mississippi,28.37,49.69
2012,Mississippi,44.49,40.16
2012,Mississippi,25.98,44.56
2012,Mississippi,28.84,39.81
2011,Mississippi,30.27,19.96
2011,Mississippi,39.59,14.85
2012,Mississippi,30.24,36.28
2011,Mississippi,34.51,28.23
2011,Mississippi,31.69,32.93
2012,Mississippi,37.43,31.94
2011,Mississippi,43.18,37.22
2011,Mississippi,34.93,39.02
2012,Mississippi,31.02,47.28
2012,Mississippi,33.01,33.21
2012,Mississippi,44.74,31.08
2011,Mississippi,22.42,49.73
2012,Mississippi,40.67,36.25
2011,Mississippi,29.93,41.71
2011,Mississippi,34.26,27.22
2011,Mississippi,36.52,35.62
2012,Mississippi,35.18,23.03
2011,Mississippi,22.76,20.26
2011,Mississippi,44.77,16.46
2011,Mississippi,29.05,41.4
2011,Mississippi,28.74,35.0
2011,Mississippi,28.69,31.79
2011,Mississippi,36.03,23.37
2011,Mississippi,28.45,27.41
2012,Mississippi,27.15,45.32
2012,Mississippi,23.02,47.18
2012,Mississippi,27.1,42.08
2012,Mississippi,28.68,35.25
2011,Mississippi,33.36,31.73
2012,Mississippi,38.94,49.92
2011,Mississippi,40.22,16.24
2012,Mississippi,29.63,24.94
2012,Mississippi,23.68,48.02
2012,Mississippi,36.24,29.55
2011,Mississippi,35.25,45.32
2012,Mississippi,37.88,37.99
2012,Mississippi,22.39,45.99
2011,Mississippi,25.17,49.9
2012,Mississippi,29.82,12.85
2012,Mississippi,30.26,11.07
2012,Mississippi,40.06,33.55
2011,Mississippi,40.05,32.83
2012,Mississippi,38.99,29.94
2011,Mississippi,39.02,46.59
2011,Mississippi,36.67,37.9
2012,Mississippi,26.24,12.91
2011,Mississippi,21.91,40.44
2011,Mississippi,24.1,45.02
2011,Mississippi,36.83,10.15
2011,Mississippi,34.75,38.94
2011,Mississippi,22.5,19.24
2012,Mississippi,44.01,17.47
2011,Mississippi,42.45,31.72
2011,Mississippi,39.99,13.22
2012,Mississippi,42.5,27.28
2011,Mississippi,20.52,35.0
2011,Mississippi,38.38,19.35
2011,Mississippi,36.15,28.49
2012,Mississippi,43.47,38.6
2011,Mississippi,44.09,28.05
2012,Mississippi,27.83,13.29
2011,Mississippi,34.23,47.67
2012,Mississippi,28.51,32.79
2011,Mississippi,30.09,34.46
2012,Mississippi,35.82,31.48
2011,Mississippi,34.49,40.74
2012,Mississippi,22.97,38.56
2012,Mississippi,36.39,32.42
2012,Mississippi,25.74,31.8
2012,Mississippi,31.56,20.41
2012,Mississippi,44.81,28.08
2011,Mississippi,23.16,24.83
2012,Mississippi,33.3,14.78
2011,Mississippi,34.92,23.93
2012,Mississippi,27.7,49.06
2012,Mississippi,23.34,13.45
2011,Mississippi,28.08,24.43
2011,Mississippi,36.82,40.12
2012,Mississippi,23.99,37.9
2011,Mississippi,38.5,19.95
2012,Mississippi,36.15,23.64
2012,Mississippi,41.94,12.18
2011,Mississippi,28.14,35.92
2011,Mississippi,22.85,46.81
2012,Mississippi,35.71,29.98
2011,Mississippi,36.42,10.26
2011,Mississippi,42.15,42.44
2012,Mississippi,27.49,16.6
2011,Mississippi,24.44,19.61
2012,Mississippi,21.2,34.95
2011,Mississippi,21.73,20.49
2011,Mississippi,21.11,32.66
2012,Mississippi,28.24,34.06
2011,Mississippi,35.1,17.01
2012,Mississippi,41.43,27.6
2012,Mississippi,34.12,18.43
2012,Mississippi,24.29,30.72
2011,Mississippi,21.98,14.37
2011,Mississippi,22.02,43.24
2012,Mississippi,29.41,19.6
2012,Mississippi,38.9,30.25
2011,Mississippi,39.31,41.1
2012,Mississippi,37.26,27.02
2011,Mississippi,32.17,35.95
2012,Mississippi,32.6,19.68
2011,Mississippi,39.35,49.81
2012,Mississippi,29.6,39.84
2012,Mississippi,24.64,30.24
2011,Mississippi,25.03,19.17
2012,Mississippi,40.52,37.58
2011,Mississippi,43.16,47.35
2012,Mississippi,30.41,46.92
2011,Mississippi,22.29,30.26
2012,Mississippi,21.89,32.86
2011,Mississippi,27.92,45.64
2012,Mississippi,26.36,49.45
2011,Mississippi,42.38,10.1
2012,Mississippi,23.21,42.15
2011,Mississippi,33.86,42.09
2012,Mississippi,28.14,24.42
2011,Mississippi,34.11,23.69
2011,Mississippi,38.01,32.33
2012,Mississippi,41.68,16.83
2012,Mississippi,30.66,41.3
2011,Mississippi,28.27,25.65
2012,Mississippi,42.16,49.69
2012,Mississippi,20.98,16.62
2011,Mississippi,28.11,38.42
2012,Mississippi,44.44,18.3
2012,Mississippi,33.42,27.05
2011,Mississippi,28.61,12.25
2012,Mississippi,27.25,30.06
2012,Mississippi,42.34,47.38
2012,Mississippi,29.72,49.56
2011,Mississippi,44.89,38.0
2011,Mississippi,40.89,18.56
2011,Mississippi,24.73,34.36
2011,Mississippi,29.63,20.11
2011,Mississippi,29.99,23.64
2011,Mississippi,24.85,27.64
2011,Mississippi,37.34,49.58
2012,Mississippi,24.74,17.85
2011,Mississippi,22.1,34.8
2011,Mississippi,37.49,32.76
2011,Mississippi,22.22,32.65
2011,Mississippi,33.6,32.51
2011,Mississippi,34.21,36.77
2012,Mississippi,43.1,36.7
2012,Mississippi,39.81,30.68
2011,Mississippi,26.09,26.54
2012,Mississippi,39.34,49.58
2011,Mississippi,21.12,43.14
2012,Mississippi,34.76,45.12
2012,Mississippi,28.91,43.16
2011,Mississippi,27.89,32.9
2011,Mississippi,26.7,49.03
2011,Mississippi,37.01,32.11
2011,Mississippi,36.78,35.6
2012,Mississippi,40.26,20.44
2011,Mississippi,26.02,21.87
2011,Mississippi,34.99,32.2
2011,Mississippi,44.01,38.79
2012,Mississippi,42.08,49.71
2012,Mississippi,25.27,15.75
2012,Mississippi,28.57,35.21
2012,Mississippi,27.26,39.21
2012,Mississippi,41.92,32.37
2012,Mississippi,44.93,43.47
2011,Mississippi,41.19,24.82
2011,Mississippi,27.5,41.23
2012,Mississippi,36.77,47.9
2011,Mississippi,31.21,21.63
2012,Mississippi,24.28,45.2
2011,Mississippi,31.32,19.23
2012,Mississippi,36.03,15.37
2011,Mississippi,41.81,18.21
2012,Mississippi,24.48,35.92
2011,Mississippi,31.62,40.15
2011,Mississippi,36.33,17.67
2012,Mississippi,28.7,49.63
2011,Mississippi,24.5,20.34
2011,Mississippi,27.36,43.37
2012,Mississippi,25.19,33.3
2012,Mississippi,43.59,24.93
2011,Mississippi,36.13,43.41
2012,Mississippi,28.01,14.83
2011,Mississippi,39.22,35.74
2012,Mississippi,43.2,32.93
2011,Mississippi,23.16,49.57
2012,Mississippi,38.59,24.28
2011,Mississippi,39.66,12.05
2012,Mississippi,22.4,37.86
2012,Mississippi,43.9,26.82
2012,Mississippi,31.32,30.3
2012,Mississippi,34.9,19.1
2011,Mississippi,28.51,30.4
2012,Mississippi,34.19,25.11
2012,Mississippi,20.4,23.01
2012,Mississippi,24.37,42.9
2011,Mississippi,30.38,49.1
2011,Mississippi,33.2,18.24
2012,Mississippi,23.64,32.54
2012,Mississippi,29.7,40.61
2011,Mississippi,39.53,35.45
2012,Mississippi,34.02,13.78
2012,Mississippi,21.41,16.83
2012,Mississippi,44.6,26.94
2011,Mississippi,33.15,10.89
2011,Mississippi,44.97,41.72
2012,Mississippi,41.41,39.14
2012,Mississippi,39.18,10.06
2012,Mississippi,31.61,47.41
2012,Mississippi,28.98,38.65
2012,Mississippi,24.2,37.22
2012,Mississippi,40.6,35.31
2012,Mississippi,42.88,20.42
2011,Mississippi,31.25,17.67
2012,Mississippi,24.04,35.19
2011,Mississippi,23.47,45.17
2011,Mississippi,39.81,40.37
2011,Mississippi,34.2,44.07
2012,Mississippi,28.17,38.91
2011,Mississippi,37.53,10.64
2011,Mississippi,22.92,25.58
2012,Mississippi,37.47,39.15
2011,Mississippi,34.11,34.05
2012,Mississippi,28.6,48.93
2011,Mississippi,30.91,14.06
2012,Mississippi,26.64,44.04
2012,Mississippi,24.57,49.97
2011,Mississippi,27.48,24.04
2012,Mississippi,44.77,20.17
2011,Mississippi,40.06,41.81
2011,Mississippi,43.6,18.47
2011,Mississippi,44.61,17.72
2011,Mississippi,23.94,19.05
2011,Mississippi,40.75,44.16
2012,Mississippi,32.22,10.5
2011,Mississippi,24.18,31.23
2012,Mississippi,29.16,33.71
2012,Mississippi,20.99,43.6
2011,Mississippi,30.2,32.4
2012,Mississippi,20.39,18.19
2011,Mississippi,40.73,18.22
2011,Mississippi,39.86,12.52
2011,Mississippi,26.91,47.27
2012,Mississippi,41.78,14.3
2012,Mississippi,39.77,12.37
2012,Mississippi,28.76,35.91
2012,Mississippi,43.1,27.86
2012,Mississippi,22.33,43.8
2012,Mississippi,27.3,26.41
2011,Mississippi,34.56,16.82
2012,Mississippi,29.6,29.76
2011,Mississippi,29.4,30.91
2012,Mississippi,41.41,18.59
2012,Mississippi,28.53,43.23
2011,Mississippi,20.8,43.02
2012,Mississippi,20.63,24.22
2012,Mississippi,30.69,41.49
2011,Mississippi,42.73,49.57
2012,Mississippi,30.55,10.55
2012,Mississippi,21.05,45.48
2012,Mississippi,26.95,46.89
2012,Mississippi,44.66,23.25
2011,Mississippi,35.37,35.53
2011,Mississippi,32.05,27.17
2012,Mississippi,25.16,43.09
2012,Mississippi,21.57,13.72
2011,Mississippi,34.77,45.66
2011,Mississippi,38.1,22.48
2012,Mississippi,23.22,16.75
2012,Mississippi,43.61,34.82
2011,Mississippi,26.37,31.55
2011,Mississippi,40.2,48.22
2012,Mississippi,20.33,44.32
2012,Mississippi,35.3,34.96
2011,Mississippi,27.69,38.92
2012,Mississippi,40.83,12.94
2012,Mississippi,24.98,41.66
2012,Mississippi,28.32,20.77
2011,Mississippi,40.98,27.9
2012,Mississippi,36.3,41.96
2011,Mississippi,42.81,44.38
2012,Mississippi,44.83,33.03
2011,Mississippi,41.85,44.77
2011,Mississippi,26.35,11.27
2011,Mississippi,29.99,27.01
2012,Mississippi,41.69,34.36
2012,Mississippi,40.41,26.69
2012,Mississippi,23.86,44.8
2011,Mississippi,32.81,49.91
2012,Mississippi,28.37,15.74
2011,Mississippi,22.91,42.8
2011,Mississippi,22.76,31.96
2011,Mississippi,39.28,11.69
2012,Mississippi,21.79,28.16
2011,Mississippi,22.75,36.44
2011,Mississippi,38.02,22.87
2011,Mississippi,20.42,42.55
2011,Mississippi,24.39,35.72
2012,Mississippi,24.84,29.91
2011,Mississippi,43.01,43.26
2012,Mississippi,35.58,39.3
2011,Mississippi,42.2,46.12
2011,Mississippi,30.59,45.13
2012,Mississippi,22.63,35.73
2011,Mississippi,28.67,29.2
2012,Mississippi,27.22,17.68
2012,Mississippi,30.65,31.03
2012,Mississippi,36.03,29.77
2011,Mississippi,39.34,10.87
2012,Mississippi,37.21,46.34
2012,Mississippi,29.73,15.02
2012,Mississippi,43.91,25.66
2012,Mississippi,23.1,21.64
2012,Mississippi,27.77,32.72
2012,Mississippi,32.2,38.11
2011,Mississippi,37.04,33.35
2011,Mississippi,43.24,22.69
2012,Mississippi,23.27,24.01
2011,Mississippi,38.33,33.81
2012,Mississippi,26.73,24.11
2011,Mississippi,38.27,45.66
2011,Mississippi,44.14,44.5
2012,Mississippi,26.33,31.28
2011,Mississippi,24.32,37.59
2012,Mississippi,23.07,33.14
2011,Mississippi,27.9,23.38
2012,Mississippi,41.27,21.57
2011,Mississippi,42.61,37.47
2011,Mississippi,21.1,19.72
2012,Mississippi,34.04,28.08
2012,Mississippi,21.49,39.26
2011,Mississippi,32.16,45.24
2011,Mississippi,20.94,17.88
2012,Mississippi,42.62,11.98
2012,Mississippi,35.35,44.28
2012,Mississippi,38.72,24.19
2012,Mississippi,38.51,42.55
2012,Mississippi,25.09,47.43
2011,Mississippi,24.07,30.58
2012,Mississippi,40.05,22.66
2012,Mississippi,44.53,40.25
2011,Mississippi,29.79,26.41
2011,Mississippi,38.84,20.21
2012,Mississippi,21.56,34.14
2012,Mississippi,29.0,11.48
2012,Mississippi,29.25,17.38
2012,Mississippi,31.66,34.65
2011,Mississippi,23.43,39.49
2012,Mississippi,21.15,31.45
2011,Mississippi,34.74,44.33
2011,Mississippi,20.5,44.84
2012,Mississippi,28.7,12.92
2011,Mississippi,35.91,35.17
2011,Mississippi,34.47,18.58
2012,Mississippi,27.02,24.37
2011,Mississippi,38.33,24.48
2012,Mississippi,38.8,28.29
2011,Mississippi,41.26,15.0
2011,Mississippi,22.5,36.87
2011,Mississippi,44.48,45.81
2012,Mississippi,38.25,20.98
2012,Mississippi,20.91,24.9
2011,Mississippi,30.23,37.41
2012,Mississippi,29.68,20.52
2011,Mississippi,39.57,41.33
2011,Mississippi,38.38,15.06
2012,Mississippi,44.66,20.18
2011,Mississippi,32.83,37.79
2012,Mississippi,27.03,23.06
2012,Mississippi,20.45,33.42
2012,Mississippi,33.11,28.8
2011,Mississippi,27.63,21.44
2011,Mississippi,44.84,10.89
2012,Mississippi,28.82,41.8
2011,Mississippi,43.29,39.85
2012,Mississippi,41.76,15.0
2012,Mississippi,21.84,21.84
2011,Mississippi,21.48,12.87
2012,Mississippi,35.73,14.09
2011,Mississippi,34.36,16.77
2012,Mississippi,24.96,41.27
2011,Mississippi,40.16,38.47
2012,Mississippi,36.29,33.77
2012,Mississippi,25.52,26.98
2012,Mississippi,43.85,10.68
2011,Mississippi,41.91,48.31
2011,Mississippi,26.6,14.82
2011,Mississippi,38.46,13.22
2012,Mississippi,20.81,38.97
2012,Mississippi,44.19,24.61
2012,Mississippi,32.37,14.33
2012,Mississippi,39.41,12.74
2011,Mississippi,34.88,28.52
2012,Mississippi,34.23,12.87
2011,Mississippi,25.28,48.29
2011,Mississippi,27.6,42.95
2012,Mississippi,33.89,41.21
2011,Mississippi,28.12,19.41
2011,Mississippi,30.83,39.61
2012,Mississippi,31.91,27.66
2011,Mississippi,33.63,37.8
2012,Mississippi,43.88,40.03
2011,Mississippi,26.96,18.23
2011,Mississippi,35.02,13.94
2011,Mississippi,40.08,10.27
2012,Mississippi,26.66,49.09
2011,Mississippi,42.76,18.56
2012,Mississippi,39.96,17.04
2011,Mississippi,36.6,48.76
2011,Mississippi,41.5,37.11
2011,Mississippi,30.76,36.89
2011,Mississippi,42.87,33.99
2011,Mississippi,38.29,26.39
2012,Mississippi,28.26,48.08
2011,Mississippi,26.05,41.08
2011,Mississippi,30.35,29.1
2011,Mississippi,21.04,40.24
2012,Mississippi,40.7,44.64
2011,Mississippi,36.03,10.54
2011,Mississippi,27.87,12.25
2011,Mississippi,25.38,41.19
2012,Mississippi,27.92,43.19
2012,Mississippi,30.54,34.55
2011,Mississippi,37.75,28.35
2011,Mississippi,32.16,45.37
2012,Mississippi,31.61,13.85
2011,Mississippi,26.0,12.18
2012,Mississippi,36.12,30.23
2011,Mississippi,38.64,34.78
2012,Mississippi,43.49,23.43
2011,Mississippi,25.69,23.73
2011,Mississippi,35.07,45.05
2012,Mississippi,24.83,43.56
2011,Mississippi,24.48,13.35
2011,Mississippi,29.45,25.8
2011,Mississippi,24.68,33.51
2012,Mississippi,28.08,26.06
2011,Mississippi,31.1,43.73
2012,Mississippi,20.52,28.9
2012,Mississippi,39.21,33.2
2011,Mississippi,35.99,49.05
2011,Mississippi,35.08,22.43
2011,Mississippi,24.24,27.65
2012,Mississippi,28.11,34.4
2011,Mississippi,40.6,40.05
2011,Mississippi,31.49,14.22
2012,Mississippi,20.13,20.64
2011,Mississippi,30.47,49.75
2011,Mississippi,23.72,32.9
2011,Mississippi,41.09,18.11
2012,Mississippi,29.4,20.7
2011,Mississippi,40.11,47.03
2011,Mississippi,38.4,19.52
2011,Mississippi,33.56,36.34
2011,Mississippi,43.6,22.92
2012,Mississippi,41.8,49.19
2012,Mississippi,31.32,24.49
2012,Mississippi,37.49,36.15
2011,Mississippi,42.71,17.6
2011,Mississippi,34.34,48.93
2011,Mississippi,27.05,24.81
2012,Mississippi,22.72,41.89
2012,Mississippi,29.06,45.54
2012,Mississippi,43.7,40.46
2012,Mississippi,34.9,17.53
2011,Mississippi,23.51,38.01
2011,Mississippi,35.12,11.67
2012,Mississippi,26.86,22.92
2012,Mississippi,34.87,41.65
2011,Mississippi,43.92,39.23
2012,Mississippi,44.16,43.45
2011,Mississippi,32.77,26.76
2012,Mississippi,34.72,32.91
2012,Mississippi,34.34,39.02
2012,Mississippi,36.29,21.34
2012,Mississippi,38.54,15.24
2012,Mississippi,40.77,27.79
2012,Mississippi,24.37,47.21
2011,Mississippi,26.36,39.94
2011,Mississippi,31.32,39.85
2011,Mississippi,35.12,35.97
2011,Mississippi,43.32,42.6
2011,Mississippi,29.15,25.54
2011,Mississippi,28.21,11.88
2011,Mississippi,28.65,28.79
2012,Mississippi,27.67,24.3
2011,Mississippi,40.52,41.02
2011,Mississippi,30.26,44.86
2011,Mississippi,21.85,44.01
2011,Mississippi,42.07,33.6
2011,Mississippi,41.89,49.59
2011,Mississippi,21.76,17.91
2011,Mississippi,31.36,37.14
2012,Mississippi,39.57,44.18
2011,Mississippi,30.67,31.0
2012,Mississippi,30.15,31.21
2012,Mississippi,33.68,24.85
2011,Mississippi,40.87,24.43
2012,Mississippi,25.67,17.87
2012,Mississippi,20.55,17.11
2012,Mississippi,32.67,34.57
2012,Mississippi,25.51,49.14
2011,Mississippi,26.49,38.93
2011,Mississippi,38.13,45.63
2011,Mississippi,23.47,45.26
2012,Mississippi,26.72,26.08
2012,Mississippi,27.63,49.02
2011,Mississippi,40.44,10.4
2012,Mississippi,43.42,20.33
2012,Mississippi,41.02,32.62
2011,Mississippi,21.84,22.09
2012,Mississippi,23.89,25.44
2011,Mississippi,36.68,49.71
2011,Mississippi,38.1,45.52
2011,Mississippi,41.31,14.59
2011,Mississippi,32.3,49.76
2012,Mississippi,43.13,22.08
2011,Mississippi,40.16,17.64
2012,Mississippi,27.41,30.11
2011,Mississippi,30.35,30.62
2012,Mississippi,36.09,42.25
2011,Mississippi,23.52,15.91
2011,Mississippi,31.5,29.83
2012,Mississippi,29.39,29.8
2012,Mississippi,32.8,15.81
2012,Mississippi,22.14,37.54
2012,Mississippi,43.67,18.94
2012,Mississippi,35.39,36.44
2011,Mississippi,23.48,23.24
